is O -78.4043237842
to O -115.772504852
meet O -164.836470111
on O -220.511588309
Sept O -289.541453781
. O -363.328112004

24 O -12.1783753928
to O -30.4163002142
plot O -52.7766145007
interest-rate O -82.433541884
strategy O -127.371215958
. O -177.065682785

It O -10.4621683588
already O -33.1225845899
has O -64.2641420897
adopted O -110.686446281
a O -163.163566752
bias O -219.763076688
toward O -291.38029891
raising O -378.278267822
rates O -477.824715211
to O -583.250176441
keep O -701.577872739
a O -825.960385318
lid O -954.465287361
on O -1089.58134234
wage O -1239.49271719
and O -1395.56123461
price O -1563.50450635
rises O -1745.88052788
and O -1934.41369198
help O -2135.37960586
sustain O -2340.46790921
the O -2550.34090442
5-1 O -2775.23161191
/ O -3009.94363447
2-year-old O -3251.95227013
economic O -3505.91972439
expansion O -3764.00956811
. O -4026.85620459

In O -10.7378028014
an O -30.2729740388
interview O -63.7103803442
on O -103.75893959
the O -148.592190694
cable O -197.547831263
television O -258.551557767
network O -334.157959057
CNBC O -417.540486646
Friday O -511.025843134
, O -609.285142875
Federal I-ORG -723.736087293
Reserve I-ORG -850.410526452
Governor I-ORG -980.702412626
Lawrence I-ORG -1114.61174582
Lindsey I-ORG -1252.13852602
said O -1396.81275857
there O -1552.57399057
still O -1719.54557993
were O -1895.06727603
" O -2077.10285867
mixed O -2273.28168449
signals O -2473.58289977
" O -2680.39800159
about O -2897.32392511
the O -3119.03454048
economy O -3353.76286814
's O -3595.54697612
direction O -3841.45347357
. O -4092.11676378

" O -7.06686707754
I O -23.6548496828
think O -52.5601048552
that O -89.4849520463
, O -131.183742491
on O -179.493685875
balance O -242.236379044
, O -309.753015467
it O -385.761191005
is O -469.943681157
looking O -567.821955499
a O -671.755046122
little O -788.120886528
bit O -918.504439221
on O -1055.49914485
the O -1197.27854234
strong O -1351.6162205
side O -1518.23464535
, O -1689.62701345
" O -1867.5332681
Lindsey O -2052.78598885
said O -2244.79119755
. O -2441.55319899

He O -10.4482961842
added O -32.2704118053
that O -62.112119445
with O -99.8422563531
expansion O -141.694782726
as O -191.916364209
solid O -246.260335157
as O -308.973361214
it O -380.177926387
is O -459.556806173
and O -545.092828526
with O -638.517280148
unemployment O -736.064121235
so O -845.043712107
low O -967.102415808
" O -1095.67500606
the O -1229.03228817
greater O -1366.51195974
risks O -1508.11402078
are O -1658.88412837
clearly O -1823.93498266
that O -1997.00542897
we O -2180.32982191
might O -2376.08696463
see O -2584.63942722
some O -2803.49994384
overheating O -3026.48284993
. O -3254.22254877
" O -3488.47613416

While O -14.5706928155
July O -40.2952393841
consumer O -79.7155701431
spending O -133.153613187
rose O -199.149936899
only O -275.783151111
slightly O -366.112149514
, O -461.21509117
there O -566.989970275
were O -681.314956116
ample O -799.762331421
indications O -922.332096192
that O -1052.92145298
consumers O -1197.94355955
remained O -1356.3204134
confident O -1529.29994203
. O -1707.03626342

The O -8.06157763058
University I-ORG -30.3072596452
of O -58.9340282658
Michigan I-ORG -92.4142315776
's O -133.549204918
August O -186.102002204
index O -250.899922271
of O -321.479939241
consumer O -405.755740402
sentiment O -505.049253848
, O -609.116710548
made O -724.072596516
available O -851.421703904
on O -985.381964233
Friday O -1129.44505346
to O -1279.38715653
paying O -1433.45164906
subscribers O -1591.63853106
, O -1754.59935632
rose O -1930.11846224
to O -2111.516582
95.3 O -2298.51843359
from O -2493.55881049
94.7 O -2694.20291921
in O -2900.72263317
July O -3118.21566529
. O -3340.46549016

Reaser I-ORG -4.52991180101
said O -16.2558937758
strong O -40.9552184182
consumer O -79.3503272511
confidence O -132.026182775
coupled O -188.824427764
with O -253.511102022
relatively O -333.215488565
lean O -417.042264573
inventories O -515.886752867
were O -623.281347896
providing O -734.79833239
manufacturers O -861.333029169
with O -995.756155217
a O -1136.23409754
reason O -1290.99278656
to O -1451.63048942
gear O -1616.39058175
up O -1790.45872811
production O -1977.04208642
. O -2168.38223748

" O -7.06686707754
The O -21.8228668425
economy O -49.5965788928
is O -85.5446055565
not O -130.029217816
going O -186.416065143
to O -248.681926312
be O -319.514288654
expanding O -394.469040462
at O -477.16538015
the O -564.646411696
4.8 O -657.731175078
percent O -760.175439262
( O -868.747658285
annual O -990.922552095
) O -1119.22540074
rate O -1259.29803416
that O -1407.3902596
we O -1565.73643168
had O -1732.55342157
in O -1905.2460167
the O -2082.72330368
second O -2270.04837795
quarter O -2469.58380958
but O -2678.11828965
it O -2895.14430884
is O -3120.34464264
likely O -3358.24076063
to O -3602.01589247
keep O -3858.69325937
expanding O -4119.49301574
in O -4386.16837733
the O -4657.62843079
3 O -4936.83007212
percent O -5225.39121426
range O -5527.38510618
, O -5834.15294135
" O -6147.43466307
she O -6471.56417208
said O -6802.44616903
, O -7138.10210924
above O -7487.90129262
the O -7842.48516785
2 O -8204.74690537
percent O -8576.36814369
to O -8953.86839585
2-1/4 O -9335.49103747
percent O -9726.4731799
that O -10125.4749143
the O -10529.2613407
Fed O -10940.3942331
considers O -11355.6495149
to O -11776.7838106
be O -12206.4846075
non-inflationary O -12643.4820175
. O -13085.2362202

New I-LOC -9.59734091188
orders O -32.5451534935
to O -61.8685739338
factories O -95.3143838392
were O -137.31030048
strong O -191.864497787
for O -253.563989002
durable O -319.385869682
goods O -398.722962306
like O -490.270412294
new O -591.783912447
cars O -707.578159292
and O -829.529548703
for O -958.626232022
nondurables O -1091.84530481
like O -1237.27473495
paper O -1395.72187739
and O -1560.32616238
food O -1738.14080475
products O -1929.2361938
. O -2125.08837561

Orders I-ORG -4.52991180101
for O -16.6486997343
durable O -33.3049391338
goods O -63.476390478
, O -98.4217850756
meant O -137.489569138
to O -182.436367043
last O -236.846288381
three O -301.207832814
years O -376.105962843
or O -461.067608847
more O -556.365143096
, O -656.436620598
rose O -769.066378767
a O -887.750953217
revised O -1020.33776273
1.7 O -1158.52830409
percent O -1306.07834624
in O -1459.50399362
July O -1623.90295917
after O -1797.02501626
falling O -1984.74974813
0.2 O -2178.07821183
percent O -2380.76617634
in O -2589.32974608
June O -2809.06972585
. O -3033.56649837

Orders I-ORG -4.52991180101
for O -16.6486997343
nondurables O -33.3049391338
jumped O -54.0835679983
1.8 O -80.4659286975
percent O -116.207790199
following O -163.997737636
a O -217.842501352
1.2 O -286.968011759
percent O -365.453022969
decrease O -448.060423645
in O -536.543429548
June O -636.202845483
. O -740.619054169

Mexican I-MISC -14.6374384505
avocados O -33.7978746212
not O -61.5125721424
expected O -100.102023995
in O -144.567081076
U.S I-LOC -205.102680128
. O -270.438907641

Maggie I-LOC -6.22614891387
McNeil O -16.57041169

WASHINGTON I-LOC -11.9192690068
1996-08-30 O -38.2670121953

U.S. I-ORG -10.8968168046
Agriculture I-ORG -34.5567279326
Department I-ORG -68.7155642523
officials O -113.917843445
said O -166.287672586
Friday O -228.760330627
that O -299.252580686
Mexican I-MISC -385.419801282
avocados O -475.952593686
-- O -575.630003199
which O -684.543765284
are O -802.625573928
restricted O -924.829772037
from O -1055.07249544
entering O -1199.21745391
the O -1348.14710425
continental O -1501.19914404
United I-LOC -1666.99979772
States I-LOC -1842.70878388
-- O -2027.54750417
will O -2221.78505355
not O -2424.55918853
likely O -2640.0291077
be O -2864.06552804
entering O -3102.00418345
U.S. I-LOC -3350.3268803
markets O -3611.29608764
any O -3883.84100184
time O -4166.81866582
soon O -4462.59164966
, O -4763.13857676
even O -5076.64432245
if O -5401.13803309
the O -5730.41643558
controversial O -6074.71255036
ban O -6431.44141492
were O -6796.72038622
lifted O -7176.28010421
today O -7568.68760948
. O -7965.85190751

" O -7.06686707754
The O -21.8228668425
opportunity O -51.011616392
to O -86.0793797833
import O -136.427889866
( O -192.904354788
Mexican I-MISC -265.055790247
avocados O -341.572797513
) O -424.235435374
probably O -520.330823019
wo O -631.44392295
n't O -753.559784824
become O -888.95639339
possible O -1036.95567674
for O -1192.100254
another O -1359.1750807
year O -1535.65782534
, O -1716.91451323
" O -1904.68508766
said O -2099.20815005
Paul I-PER -2306.95670156
Drazek I-PER -2516.38584371
, O -2730.49863283
senior O -2958.06818073
trade O -3197.40751341
advisor O -3440.86923555
to O -3690.20997154
Agriculture O -3956.15338231
Secretary O -4235.89211295
Dan I-PER -4531.94379556
Glickman I-PER -4829.6760688
. O -5132.0748385

" O -7.06686707754
We O -24.8189124452
could O -53.0137612621
lift O -95.8112848652
the O -143.393500327
ban O -203.408465574
tomorrow O -267.545820285
, O -336.457118251
but O -414.367464657
that O -500.297403082
would O -595.463694078
not O -699.166570671
mean O -817.664767127
anything O -949.958283447
immediately O -1094.94758396
, O -1244.71082772
" O -1400.98795803
said O -1564.01757629
Drazek O -1734.39366065
. O -1909.52653776
" O -2091.17330142

We O -11.0576232333
probably O -35.7285318382
would O -69.635793015
not O -112.079639787
see O -167.318806424
avacados O -226.680362525
come O -298.690397103
in O -376.576036908
until O -466.336431045
next O -566.918140254
season O -678.762674247
, O -795.381151493
next O -922.820943812
November O -1063.6154834
. O -1209.16681575
" O -1361.23203464

The O -8.06157763058
Agriculture I-ORG -32.0076993633
Department I-ORG -66.1069265083
proposed O -114.296902241
more O -173.237828219
than O -242.611503982
a O -318.039996026
year O -402.876406001
ago O -499.432847712
to O -601.868303266
significantly O -708.426148284
ease O -819.106382768
an O -938.403450101
82-year O -1064.99713053
ban O -1204.02356074
on O -1349.6611439
Mexican I-MISC -1510.97369759
avocados O -1676.65182309
. O -1847.10441709

Under O -14.6962236976
the O -34.3576748411
administration O -67.7149101751
's O -108.127925835
proposal O -162.821688187
, O -222.289393791
the O -286.541791255
borders O -354.916578184
to O -429.170378954
the O -508.208871584
Mexican I-MISC -602.92233475
produce O -712.481655045
would O -831.295003666
be O -958.674853461
opened O -1099.01352185
into O -1249.63293693
19 O -1412.36317371
Northern I-LOC -1591.74891495
and O -1777.33563447
Northeastern I-LOC -1969.50814452
states O -2175.32716507
from O -2389.68130493
November O -2617.39019207
through O -2855.98750847
February O -3107.86557156
. O -3364.50042741

The O -8.06157763058
plan O -28.1784451797
has O -56.7764539975
raised O -99.2766978833
a O -147.831758049
storm O -210.819568
of O -279.589474853
protest O -361.502624875
from O -451.454300192
U.S. I-LOC -551.790016954
avocado O -656.29195889
growers O -765.412884308
, O -879.307752979
who O -1002.02721931
are O -1133.91473219
largely O -1280.23499486
concentrated O -1430.677647
in O -1586.99590436
California I-LOC -1757.9696662
. O -1933.7440565

California I-LOC -12.1671965202
growers O -28.4525069027
have O -53.868419295
charged O -92.1865667553
that O -138.524306234
removing O -188.984435178
the O -244.229255981
restrictions O -303.596466249
, O -367.737619771
even O -444.837591889
on O -528.548716946
a O -618.314658284
limited O -721.98283469
basis O -839.253685882
, O -961.298480327
would O -1092.57962734
endanger O -1227.98316383
the O -1368.17139217
$ O -1517.46244941
1 O -1673.88653962
billion O -1841.40550997
U.S. I-LOC -2019.30852177
industry O -2209.90384775
if O -2411.9837327
potentially O -2618.18600711
harmful O -2828.51067098
Mexican I-MISC -3054.51030539
insects O -3284.87551161
were O -3523.80850031
brought O -3775.3899675
into O -4037.25218137
the O -4303.8990871
country O -4582.06120478
along O -4873.7385344
with O -5173.3042933
the O -5477.65474405
avocados O -5786.12758426
. O -6099.35721723

Mexican I-MISC -14.6374384505
officials O -40.3239636318
contend O -70.1505540331
that O -107.996736453
there O -156.514856321
is O -213.207290803
no O -280.144848066
scientific O -361.515155114
basis O -456.488136948
for O -558.606412689
the O -665.509380289
ban O -784.845097674
, O -908.954758312
and O -1039.22156152
that O -1177.50795674
it O -1324.28589108
is O -1479.23814003
illegal O -1647.09262405
under O -1825.23689991
international O -2014.83410342
trading O -2216.64166431
rules O -2431.96443713
of O -2653.06930686
the O -2878.95886845
World I-ORG -3122.20999972
Trade I-ORG -3378.42159132
Organisation I-ORG -3646.06499392
. O -3918.86015366

Proponents I-ORG -4.52991180101
of O -15.2855027308
the O -31.2408475203
plan O -59.0709466414
discount O -91.0234352277
the O -127.760615673
worries O -168.620185583
of O -215.261852397
the O -266.688211069
U.S. I-LOC -328.498611186
growers O -394.475236477
and O -467.105598352
say O -551.431744418
the O -640.542582342
plan O -741.528174598
has O -850.994908122
enough O -974.256961511
safeguards O -1101.64140436
built O -1243.30659391
into O -1395.25253015
it O -1555.6900055
to O -1722.00649469
eliminate O -1892.44537335
any O -2073.96336484
significant O -2269.49906861
threat O -2479.63744717
to O -2695.65483958
American I-MISC -2923.8877709
producers O -3167.64463125
. O -3416.17596011

Under O -14.6962236976
the O -34.3576748411
proposal O -68.2998726758
, O -107.016013764
only O -156.369045353
imports O -219.624312011
of O -288.661675572
export-quality O -364.995652229
avocados O -445.452018352
growing O -540.189131166
in O -640.801849208
approved O -755.209887114
orchards O -873.740314485
in O -998.146347084
Michoacan I-PER -1129.11965733
, O -1266.30917322
Mexico I-LOC -1414.07525195
, O -1566.65910965
the O -1724.52425323
country O -1893.90460875
's O -2070.3407446
main O -2259.02200322
avocado O -2451.82565132
area O -2656.94657198
, O -2866.84143589
would O -3085.97265238
be O -3313.67037004
allowed O -3553.35605264
. O -3797.79852799

Mexican I-MISC -14.6374384505
growers O -33.7978746212
and O -59.1331291139
distributors O -88.5907730717
would O -127.284769601
have O -174.612774124
to O -227.819792488
abide O -285.149200318
by O -350.597467156
strict O -420.168123459
rules O -503.253991707
established O -600.77260974
by O -706.410086782
the O -816.832255683
Mexican I-MISC -942.92939512
and O -1075.42685947
U.S. I-LOC -1218.79309743
agriculture O -1366.32556057
agencies O -1518.47700719
. O -1675.38524656

The O -8.06157763058
California I-ORG -30.4227368626
Avocado I-ORG -56.0555233304
Commission I-ORG -91.0876993164
-- O -135.641781054
which O -189.847277365
has O -252.533914944
spearheaded O -319.342941989
the O -390.936660893
opposition O -474.351694869
to O -563.645742686
lifting O -667.735110368
the O -776.609169909
ban O -897.915979234
-- O -1028.34972991
said O -1165.53596854
new O -1312.68825734
data O -1473.635866
the O -1639.36816651
group O -1815.74894551
submitted O -1996.25211396
to O -2182.63429626
the O -2373.80117042
Agriculture I-ORG -2582.32961426
Department I-ORG -2801.01116351
last O -3029.55080059
spring O -3272.78624636
shows O -3530.62436692
the O -3793.24717934
department O -4070.30274154
underestimated O -4351.48069321
the O -4637.44333674
pest O -4927.52836973
problem O -5230.57222132
in O -5539.49167813
Mexico I-LOC -5862.54307746
and O -6191.79545507
have O -6530.17843469
urged O -6872.68380377
that O -7223.20876487
the O -7578.51841783
agency O -7945.73030586
reopen O -8317.06458335
its O -8697.74414779
study O -9092.70445892
of O -9493.44686695
the O -9898.97396684
issue O -10316.2963866
. O -10738.3755991

The O -8.06157763058
administration O -29.9994750386
is O -60.11168706
still O -101.434256445
studying O -146.879215295
the O -197.108866003
new O -257.304566878
data O -331.295587616
, O -410.060551608
and O -494.982658167
officials O -590.553243201
have O -694.757836229
said O -805.714917205
that O -924.691590199
if O -1054.65622814
experts O -1199.90161276
think O -1357.46426996
the O -1519.81161901
information O -1696.06120313
is O -1880.48510187
significant O -2078.92671289
, O -2282.14226716
the O -2490.1425133
agency O -2710.0449945
could O -2940.39027915
reopen O -3174.85795326
its O -3418.67091432
investigation O -3676.76462207
. O -3939.61512257

But O -10.879530911
U.S. I-LOC -30.9427622888
avocado O -55.1722188406
industry O -92.546747885
sources O -143.354026714
said O -200.913793492
that O -266.493152288
while O -343.151623914
they O -429.155382483
may O -527.238253883
have O -633.955133275
delayed O -754.367796858
the O -879.5651523
plan O -1016.63726207
for O -1160.85466575
a O -1311.12688571
while O -1472.4782185
, O -1638.60349455
they O -1814.07405754
ultimately O -1993.66700999
do O -2184.13471677
not O -2383.13900915
expect O -2595.42404822
the O -2812.49377915
administration O -3043.25929427
to O -3279.90382323
change O -3529.50717079
its O -3788.45580529
position O -4060.30667486
. O -4336.91433718

" O -7.06686707754
From O -29.5950164333
a O -58.177982069
common-sense O -94.0575608014
view O -144.217886225
, O -199.152154902
the O -258.871115438
department O -333.022825759
should O -418.491808646
reconsider O -508.083180999
this O -607.127481019
plan O -718.04653537
, O -833.739532974
but O -958.43157902
due O -1094.51684649
to O -1236.48112779
politics O -1393.24072897
they O -1559.34561708
will O -1734.35274026
probably O -1922.79261323
go O -2122.88096467
ahead O -2335.04842895
with O -2555.10432249
this O -2784.6131437
, O -3018.89590816
" O -3259.69255917
said O -3507.24169813
Tom I-PER -3769.78186096
Bellamore I-PER -4034.00261443
of O -4303.91516852
the O -4579.16693818
California I-LOC -4869.07421232
avocado O -5163.14771164
group O -5468.36628345
. O -5778.341648

Administration I-ORG -4.52991180101
officials O -20.151884303
said O -42.9414067544
they O -75.0762161492
want O -119.141274988
to O -169.085347669
get O -230.904174681
the O -297.507693552
issue O -375.906532287
resolved O -458.427760487
as O -549.318043796
quickly O -654.226039391
as O -767.503090096
possible O -893.382815586
, O -1024.03648433
but O -1163.68920151
said O -1310.09440665
there O -1467.17154923
is O -1632.42300642
no O -1807.9195864
timetable O -1998.21148624
they O -2197.84867303
are O -2406.65390637
working O -2627.85236113
under O -2859.34060773
. O -3095.58564707

" O -7.06686707754
It O -24.2234575706
's O -48.4358283899
a O -78.7030154893
very O -120.595597451
complicated O -166.610568878
issue O -224.420860169
, O -287.005094714
" O -356.103215806
said O -431.953824846
the O -512.589125745
Agriculture I-ORG -610.585996324
Department I-ORG -718.735972314
's O -834.336693027
Drazek I-ORG -954.790848432
. O -1080.60078629
" O -1213.3396727

We O -11.0576232333
'll O -35.6505293262
get O -72.1181897507
it O -117.077389291
resolved O -166.158978296
as O -223.609622411
quickly O -295.077978811
as O -374.915390321
we O -465.006748462
can O -566.55103427
, O -672.869263331
based O -792.146310989
on O -918.034511587
the O -1048.70740404
best O -1191.77351792
available O -1347.23285322
science O -1506.81457798
. O -1671.15309549
" O -1842.00549956

U.S. I-ORG -10.8968168046
Cardinal I-ORG -25.2829323334
Bernardin I-ORG -43.2864948775
says O -73.2433024851
has O -112.096313362
terminal O -155.071713705
cancer O -202.169503512
. O -254.024086072

CHICAGO I-LOC -11.3092155251
1996-08-30 O -37.0469052319

Chicago I-LOC -11.412309018
Cardinal O -30.1668085308
Joseph I-PER -65.1751655747
Bernardin I-PER -101.86411325
, O -143.236707893
head O -197.374183622
of O -257.293756255
the O -321.998020747
second-largest O -393.998898336
U.S. I-MISC -478.748747043
Roman B-MISC -575.60438152
Catholic I-MISC -682.028605528
archdiocese O -792.545767566
, O -907.854548612
said O -1029.91581761
on O -1158.58823954
Friday O -1297.36349038
his O -1444.66995363
doctors O -1606.11966006
had O -1776.04018431
diagnosed O -1950.08309802
him O -2134.93427066
as O -2328.1544984
having O -2534.45383898
liver O -2744.87556902
cancer O -2959.41968852
and O -3180.1209506
he O -3409.24001211
had O -3646.82989145
a O -3890.47458707
year O -4143.52720062
or O -4406.64333015
less O -4682.77717196
to O -4964.79002762
live O -5260.59820314
. O -5561.16317141

Bernardin I-ORG -4.52991180101
, O -14.2773490807
68 O -35.813704457
, O -62.1240030866
underwent O -92.5566911814
extensive O -127.111768741
surgery O -175.462166165
for O -230.957857496
pancreatic O -290.575938292
cancer O -354.316408554
in O -423.932484043
June O -504.724969564
1995 O -597.142849947
followed O -703.256514521
by O -817.489038104
months O -943.51688155
of O -1075.3268219
chemotherapy O -1211.25915172
, O -1351.96542478
which O -1501.90805043
he O -1660.26847551
said O -1825.38138854
made O -2001.38273084
him O -2188.19233206
more O -2385.33782153
aware O -2586.60570046
of O -2793.65567629
his O -3009.23686455
own O -3237.17280008
vulnerabilities O -3469.23112508
and O -3707.44659264
the O -3950.44675206
need O -4206.52602431
to O -4468.48431041
minister O -4742.26391157
to O -5021.92252658
the O -5306.36583345
sick O -5594.93152978
. O -5888.25401886

" O -7.06686707754
On O -26.6690170147
Wednesday O -55.8794883011
, O -89.8639028409
examinations O -127.970706846
indicated O -170.199900316
that O -220.448685805
the O -275.482163152
cancer O -334.638029965
has O -402.275038046
returned O -482.929758413
, O -568.358422034
this O -663.24001332
time O -768.554354392
in O -879.744300692
the O -995.71893885
liver O -1115.81596647
. O -1240.66978685

I O -9.89356047088
am O -33.6634407192
told O -67.3993711331
that O -109.154893566
it O -159.401955114
is O -217.823331276
terminal O -280.367096903
and O -349.068005096
that O -425.788505309
my O -514.467824118
life O -616.579892711
expectancy O -722.81435077
is O -837.223123442
one O -961.212203087
year O -1094.60920066
or O -1238.06971422
less O -1394.54794005
, O -1555.80010914
" O -1723.56616478
a O -1897.3870367
composed O -2075.33029808
Bernardin O -2260.62002556
told O -2455.87580321
a O -2657.18639714
news O -2869.69027491
conference O -3094.62690247
. O -3324.32032278

In O -10.7378028014
14 O -32.5863906338
years O -64.9715640619
as O -105.725792599
Chicago I-LOC -160.380638107
's O -222.135099649
archbishop O -288.508544674
, O -359.655932952
he O -439.221120673
built O -533.067055085
a O -632.967805778
prayerful O -736.990945935
, O -845.788029346
saintly O -958.707502222
image O -1075.74936456
and O -1198.94836947
was O -1329.65333401
deeply O -1464.48068802
involved O -1612.58878871
in O -1766.57249464
world O -1931.51501916
church O -2109.97275562
issues O -2301.78523936
and O -2499.75486567
publicly O -2712.74220426
committed O -2940.01028954
to O -3173.15738866
rooting O -3410.42687725
out O -3657.11416528
abuses O -3918.59677318
by O -4188.19824008
clergy O -4461.92209645
. O -4740.40274558

" O -7.06686707754
I O -23.6548496828
have O -48.8768402809
been O -83.1779437091
assured O -121.601436602
that O -168.044521514
I O -223.828186367
still O -290.822208583
have O -366.450238792
some O -452.386323038
quality O -553.117727148
time O -664.281881042
left O -787.004315604
, O -914.500693419
" O -1048.51095778
he O -1190.93902159
said O -1340.11957334
, O -1494.07406835
saying O -1659.42178478
he O -1833.18730065
would O -2016.18916909
undergo O -2203.313427
a O -2396.49250118
new O -2599.63762554
form O -2816.29796184
of O -3038.74039504
chemotherapy O -3265.30521771
but O -3500.86908881
his O -3744.96417234
doctors O -4003.20249904
have O -4270.07483374
told O -4546.91321859
him O -4834.55986237
there O -5132.8784436
was O -5438.70298445
only O -5755.16441581
a O -6077.68066345
slim O -6404.31930055
chance O -6744.10118083
of O -7089.665158
a O -7441.28395146
cure O -7797.02513438
and O -8158.92345986
the O -8525.60647721
liver O -8896.41188402
cancer O -9271.3396803
was O -9653.7734362
inoperable O -10040.3295816
. O -10431.6425197

" O -7.06686707754
It O -24.2234575706
's O -48.4358283899
not O -81.1847848049
going O -125.835976288
to O -176.366181612
be O -235.46288811
easy O -309.577306894
to O -389.570739519
say O -481.259956335
goodbye O -577.071562615
to O -678.762182738
everybody O -784.575192326
. O -895.144994665

Death I-ORG -4.52991180101
does O -21.936155612
have O -48.3914694168
some O -85.1548372587
sad O -126.040594566
dimensions O -171.048741338
to O -221.935901952
it O -281.314601682
but O -349.692349853
I O -427.410677964
am O -518.824790267
a O -616.293718849
man O -725.458431621
of O -840.405241297
faith O -959.474440439
, O -1083.31758283
" O -1213.67461178
he O -1352.44944016
said O -1497.97675649
. O -1648.26086558
" O -1805.05886121

Death I-ORG -4.52991180101
is O -17.6777204407
a O -37.2954073614
natural O -61.0354837472
phenomenom O -88.8979495981
. O -121.517208201
" O -160.650353351

He O -10.4482961842
said O -27.8296159038
he O -53.6287350665
would O -88.6642068012
" O -130.213565083
serve O -186.043670056
until O -253.748529361
the O -326.238080525
end O -410.120853109
" O -500.51751224
as O -599.283226481
cardinal O -702.171330187
. O -809.816226645

Pancreatic I-ORG -4.52991180101
cancer O -13.6257952925
is O -31.3110553983
among O -62.5115274489
the O -98.4966913584
most O -145.955247037
deadly O -197.536192181
forms O -253.23952679
of O -314.724958302
the O -380.995081673
disease O -459.738596814
, O -543.256055208
although O -640.288725546
Bernardin O -744.667861983
's O -856.102778745
case O -979.970445292
was O -1111.34407147
caught O -1256.07244492
early O -1412.17467447
. O -1573.03369677

Surgeons I-ORG -4.52991180101
removed O -24.1060806134
a O -50.1521277068
cancerous O -80.3205642653
kidney O -114.611390289
, O -153.676159566
parts O -207.343603629
of O -266.793144596
his O -334.773897986
pancreas O -406.877040841
and O -485.137326264
stomach O -567.520001151
, O -654.676619292
small O -754.529021623
intestine O -858.50381342
, O -967.25254847
bile O -1080.12367298
duct O -1197.11718697
and O -1320.26784351
surrounding O -1447.54088952
tissues O -1578.936325
. O -1715.08855323

He O -10.4482961842
made O -31.9655572237
a O -59.5376345434
rapid O -91.2321013281
recovery O -136.944280398
and O -188.813602035
resumed O -244.805313138
most O -312.270416009
of O -385.517615784
his O -467.296027983
duties O -553.196829646
, O -643.871574563
but O -743.545367921
then O -854.91494547
developed O -981.302235304
a O -1113.74434142
deteriorating O -1250.308837
condition O -1400.22807985
in O -1556.02292793
his O -1720.34898843
spine O -1888.7974384
that O -2065.26548039
caused O -2255.33619716
him O -2456.21517285
great O -2670.11186083
pain O -2898.80386867
and O -3133.65301908
shortened O -3372.62455896
his O -3620.12731126
height O -3871.75245302
by O -4131.49645379
several O -4403.25816685
inches O -4689.62255469
. O -4980.74373529

He O -10.4482961842
was O -28.5830875869
scheduled O -59.5656662736
to O -96.427258802
undergo O -137.411240795
back O -189.383187731
surgery O -255.15045453
next O -331.739036403
month O -419.45455963
, O -511.94402611
but O -613.432541032
that O -722.940647972
was O -839.954714544
cancelled O -971.249527807
when O -1112.36565614
the O -1258.26647634
cancer O -1408.289686
was O -1565.81885529
discovered O -1727.47041405
in O -1894.99757803
his O -2071.05595444
liver O -2251.23672031
in O -2437.29309141
order O -2635.86467446
to O -2840.31527135
avoid O -3058.46165242
delaying O -3280.73042297
the O -3507.78388537
start O -3746.76759722
of O -3991.53340597
chemotherapy O -4240.42160418
. O -4494.06659515

The O -8.06157763058
spare O -20.4260803133
, O -37.5645262494
soft-spoken O -61.9995852822
son O -100.8673941
of O -145.51729982
an O -198.78403839
Italian I-MISC -264.918392576
stonecutter O -335.418318568
took O -417.290667587
over O -508.683542352
the O -604.861108975
Chicago I-LOC -714.939292568
archdiocese O -829.183701335
, O -948.698647373
the O -1072.99828527
nation O -1210.44116633
's O -1354.93982772
second-largest O -1506.73510221
after O -1667.25346823
Los I-LOC -1842.72689901
Angeles I-LOC -2030.24111257
, O -2222.53206216
with O -2423.20803504
2.3 O -2629.48773976
million O -2845.24083624
parishioners O -3065.11632219
, O -3289.76575139
in O -3520.29078582
1982 O -3756.41955208
. O -3997.3051111

Ironically I-ORG -4.52991180101
, O -14.2773490807
Bernardin I-ORG -28.8782210516
, O -48.8520259786
who O -78.065490563
developed O -122.296667433
a O -172.582660583
progressive O -226.991043198
, O -286.173369066
much-praised O -352.652308031
programme O -432.733921782
to O -518.694549375
deal O -616.399870759
with O -721.993621411
pedophilia O -831.709761528
involving O -955.443613931
priests O -1083.2998558
, O -1215.93004092
became O -1363.16290083
the O -1515.18045259
highest-ranking O -1674.49461746
church O -1847.32399426
official O -2030.98786153
ever O -2228.79497197
accused O -2438.95682968
of O -2654.90078429
sexual O -2886.1254856
improprieties O -3121.47257636
when O -3366.64098221
a O -3617.86420433
former O -3879.92191691
seminary O -4146.10201896
student O -4416.40451047
leveled O -4690.82939145
charges O -4977.9027509
in O -5270.85171559
1993 O -5577.31589221
that O -5891.79966086
he O -6214.70122895
had O -6546.07361486
been O -6886.52511361
sexually O -7242.25735904
abused O -7602.11199394
by O -7970.08548785
Bernardin O -8345.40544786
during O -8732.00615456
the O -9123.39155311
1970s O -9524.0667435
. O -9929.49872664

Bernardin I-ORG -4.52991180101
steadfastly O -13.6257952925
denied O -36.1544530702
the O -63.4678027069
charges O -103.429630819
and O -149.548601499
the O -200.452264037
former O -262.190417037
student O -328.050959501
later O -405.990614796
recanted O -488.052659556
his O -578.64591674
tale O -673.361563388
of O -773.85930694
abuse O -889.152370356
. O -1009.20222652

Bernardin I-ORG -4.52991180101
prayed O -13.6257952925
with O -31.0251700533
him O -59.2328037338
